,name,city,state_code,state_name,city_longitude,city_latitude
225,Refuge Brewery,Temecula,CA,California,-117.1473661,33.4946353
226,Chatham Brewing,Chatham,NY,New York,-73.5948391,42.3642517
227,DC Brau Brewing Company,Washington,DC,District of Columbia,-77.0365427,38.8950368
228,Geneva Lake Brewing Company,Lake Geneva,WI,Wisconsin,-88.4334301,42.5916836
229,Rochester Mills Brewing Company,Rochester,MI,Michigan,-83.1338214,42.680588
230,Cape Ann Brewing Company,Gloucester,MA,Massachusetts,-70.6619888,42.6159286
231,Borderlands Brewing Company,Tucson,AZ,Arizona,-110.9748477,32.2228765
232,College Street Brewhouse and Pub,Lake Havasu City,AZ,Arizona,-114.3224495,34.4838502
233,Joseph James Brewing Company,Henderson,NV,Nevada,-114.9826194,36.0301134
234,Harpoon Brewery,Boston,MA,Massachusetts,-71.060511,42.3554334
235,Back East Brewing Company,Bloomfield,CT,Connecticut,-72.72561745427248,41.82694705
236,Champion Brewing Company,Charlottesville,VA,Virginia,-78.4766781,38.029306
237,Devil's Backbone Brewing Company,Lexington,VA,Virginia,-79.4428157,37.7840208
238,Newburgh Brewing Company,Newburgh,NY,New York,-74.0104179,41.5034271
239,Wiseacre Brewing Company,Memphis,TN,Tennessee,-90.0517638,35.1460249
240,Golden Road Brewing,Los Angeles,CA,California,-118.242766,34.0536909
241,New Republic Brewing Company,College Station,TX,Texas,-96.3071042,30.5955289
242,Infamous Brewing Company,Austin,TX,Texas,-97.7436995,30.2711286
243,Two Henrys Brewing Company,Plant City,FL,Florida,-82.1234803,28.01633
244,Lift Bridge Brewing Company,Stillwater,MN,Minnesota,-92.8134982,45.0564041
245,Lucky Town Brewing Company,Jackson,MS,Mississippi,-90.1983063,32.3086744
246,Quest Brewing Company,Greenville,SC,South Carolina,-82.3984882,34.851354
247,Creature Comforts,Athens,GA,Georgia,-83.376398,33.9597677
248,Half Full Brewery,Stamford,CT,Connecticut,-73.5387341,41.0534302
249,Southampton Publick House,Southampton,NY,New York,-72.3895296,40.884267
250,Chapman's Brewing,Angola,IN,Indiana,-84.99928,41.634874
251,Barrio Brewing Company,Tucson,AZ,Arizona,-110.9748477,32.2228765
252,Santa Cruz Mountain Brewing,Santa Cruz,CA,California,-121.9905908,37.050096
253,Frankenmuth Brewery,Frankenmuth,MI,Michigan,-83.7392288,43.3323684
254,Meckley's Cidery,Somerset Center,MI,Michigan,-84.4135604,42.0511543
255,Stillwater Artisanal Ales,Baltimore,MD,Maryland,-76.610759,39.2908816
256,Finch's Beer Company,Chicago,IL,Illinois,-87.6244212,41.8755616
257,South Austin Brewery,South Austin,TX,Texas,-98.6853471,32.4669645
258,Bauhaus Brew Labs,Minneapolis,MN,Minnesota,-93.2654692,44.9772995
259,Ozark Beer Company,Rogers,AR,Arkansas,-94.1185366,36.3320197
260,Mountain Town Brewing Company ,Mount Pleasant,MI,Michigan,-84.7668495,43.597646
261,Otter Creek Brewing,Waterbury,VT,Vermont,-72.75549720909403,44.337125349999994
262,The Brewer's Art,Baltimore,MD,Maryland,-76.610759,39.2908816
263,Denver Beer Company,Denver,CO,Colorado,-104.984862,39.7392364
264,Ska Brewing Company,Durango,CO,Colorado,-107.82158179169292,37.2395367
265,Tractor Brewing Company,Albuquerque,NM,New Mexico,-106.650985,35.0841034
266,Peak Organic Brewing Company,Portland,ME,Maine,-70.2572642,43.6592687
267,Cape Cod Beer,Hyannis,MA,Massachusetts,-70.2823732,41.6534847
268,Long Trail Brewing Company,Bridgewater Corners,VT,Vermont,-72.6561682,43.5883336
269,Great Raft Brewing Company,Shreveport,LA,Louisiana,-93.7559378,32.4707862
270,Alaskan Brewing Company,Juneau,AK,Alaska,-134.419734,58.3019496
271,Notch Brewing Company,Ipswich,MA,Massachusetts,-70.8411583,42.679273
272,The Alchemist,Waterbury,VT,Vermont,-72.75549720909403,44.337125349999994
273,Three Notch'd Brewing Company,Charlottesville,VA,Virginia,-78.4766781,38.029306
274,Portside Brewery,Cleveland,OH,Ohio,-81.6936772,41.4996574
275,Otter Creek Brewing,Middlebury,VT,Vermont,-73.16330105415423,44.007273600000005
276,Montauk Brewing Company,Montauk,NY,New York,-71.9442623,41.0347223
277,Indeed Brewing Company,Minneapolis,MN,Minnesota,-93.2654692,44.9772995
278,Berkshire Brewing Company,South Deerfield,MA,Massachusetts,-72.6078667,42.4773097
279,Foolproof Brewing Company,Pawtucket,RI,Rhode Island,-71.3825558,41.878711
280,Headlands Brewing Company,Mill Valley,CA,California,-122.5449763,37.9060368
281,Bolero Snort Brewery,Ridgefield Park,NJ,New Jersey,-74.0215285,40.8570442
282,Thunderhead Brewing Company,Kearney,NE,Nebraska,-98.9472344,40.4906216
283,Defiance Brewing Company,Hays,KS,Kansas,-99.3267702,38.8791783
284,Milwaukee Brewing Company,Milwaukee,WI,Wisconsin,-87.922497,43.0349931
285,Catawba Island Brewing,Port Clinton,OH,Ohio,-82.9376919,41.5119954
286,Back Forty Beer Company,Gadsden,AL,Alabama,-85.9989596,34.010929
287,Four Corners Brewing Company,Dallas,TX,Texas,-96.7968559,32.7762719
288,Saint Archer Brewery,San Diego,CA,California,-117.1627728,32.7174202
289,Rogue Ales,Newport,OR,Oregon,-124.053442,44.636755
290,Hale's Ales,Seattle,WA,Washington,-122.330062,47.6038321
291,Tommyknocker Brewery,Idaho Springs,CO,Colorado,-105.5136365,39.7425969
292,Baxter Brewing Company,Lewiston,ME,Maine,-70.2147764,44.100351
293,Northampton Brewery,Northamtpon,MA,Massachusetts,42.3178989,-72.6311006
294,Black Shirt Brewing Company,Denver,CO,Colorado,-104.984862,39.7392364
295,Wachusett Brewing Company,Westminster,MA,Massachusetts,-71.905481,42.5567823
296,Widmer Brothers Brewing Company,Portland,OR,Oregon,-122.674194,45.5202471
297,Hop Farm Brewing Company,Pittsburgh,PA,Pennsylvania,-79.9900861,40.4416941
298,Liquid Hero Brewery,York,PA,Pennsylvania,-76.727707,39.9624624
299,Matt Brewing Company,Utica,NY,New York,-75.2326641,43.1009031
300,Boston Beer Company,Boston,MA,Massachusetts,-71.060511,42.3554334
301,Old Forge Brewing Company,Danville,PA,Pennsylvania,-76.6131474,40.9664806
302,Utah Brewers Cooperative,Salt Lake City,UT,Utah,-111.886797,40.7596198
303,Magic Hat Brewing Company,South Burlington,VT,Vermont,-73.1715669,44.4671635
304,Blue Hills Brewery,Canton,MA,Massachusetts,-71.1447732,42.1584324
305,Night Shift Brewing,Everett,MA,Massachusetts,-71.0536625,42.40843
306,Beach Brewing Company,Virginia Beach,VA,Virginia,-75.9774183,36.8529841
307,Payette Brewing Company,Garden City,ID,Idaho,-116.238178,43.622111
308,Brew Bus Brewing,Tampa,FL,Florida,-82.458444,27.9477595
309,Sockeye Brewing Company,Boise,ID,Idaho,-116.24210864118032,43.6008183
310,Pine Street Brewery,San Francisco,CA,California,-122.419906,37.7790262
311,Dirty Bucket Brewing Company,Woodinville,WA,Washington,-122.1588902,47.7545827
312,Jackalope Brewing Company,Nashville,TN,Tennessee,-86.7742984,36.1622767
313,Slanted Rock Brewing Company,Meridian,ID,Idaho,-116.392326,43.6086295
314,Piney River Brewing Company,Bucryus,MO,Missouri,37.3442143,-92.0168233
315,Cutters Brewing Company,Avon,IN,Indiana,-86.3997168,39.7628227
316,Iron Hill Brewery & Restaurant,Wilmington,DE,Delaware,-75.546589,39.7459468
317,Marshall Wharf Brewing Company,Belfast,ME,Maine,-69.0078782,44.4261864
318,Banner Beer Company,Williamsburg,MA,Massachusetts,-72.7341955,42.3927225
319,Dick's Brewing Company,Centralia,WA,Washington,-122.96143,46.7204489
320,Claremont Craft Ales,Claremont,CA,California,-117.7197785,34.0966764
321,Rivertown Brewing Company,Lockland,OH,Ohio,-84.4577201,39.2292249
322,Voodoo Brewery,Meadville,PA,Pennsylvania,-80.151449,41.641445
323,D.L. Geary Brewing Company,Portland,ME,Maine,-70.2572642,43.6592687
324,Pisgah Brewing Company,Black Mountain,NC,North Carolina,-82.3205791,35.6176544
325,Neshaminy Creek Brewing Company,Croydon,PA,Pennsylvania,-74.9034996,40.0873329
326,Morgan Street Brewery,Saint Louis,MO,Missouri,-90.1910154,38.6280278
327,Half Acre Beer Company,Chicago,IL,Illinois,-87.6244212,41.8755616
328,The Just Beer Project,Burlington,VT,Vermont,-73.212906,44.4761601
329,The Bronx Brewery,Bronx,NY,New York,-73.84025027765061,40.851039
330,Dead Armadillo Craft Brewing,Tulsa,OK,Oklahoma,-95.9927516,36.1563122
331,Catawba Brewing Company,Morganton,NC,North Carolina,-81.6870837,35.7454291
332,La Cumbre Brewing Company,Albuquerque,NM,New Mexico,-106.650985,35.0841034
333,David's Ale Works,Diamond Springs,CA,California,-120.82119422798166,38.6798266
334,The Traveler Beer Company,Burlington,VT,Vermont,-73.212906,44.4761601
335,Fargo Brewing Company,Fargo,ND,North Dakota,-96.789821,46.877229
336,Big Sky Brewing Company,Missoula,MT,Montana,-113.995267,46.8701049
337,Nebraska Brewing Company,Papillion,NE,Nebraska,-96.0422378,41.1544433
338,Uncle John's Fruit House Winery,St. John's,MI,Michigan,-82.9207524,42.6654905
339,Wormtown Brewery,Worcester,MA,Massachusetts,-71.8018877,42.2625621
340,Due South Brewing Company,Boynton Beach,FL,Florida,-80.0666026,26.5256179
341,Palisade Brewing Company,Palisade,CO,Colorado,-108.350919,39.1102587
342,KelSo Beer Company,Brooklyn,NY,New York,-73.9497211,40.6526006
343,Hardywood Park Craft Brewery,Richmond,VA,Virginia,-77.43428,37.5385087
344,Wolf Hills Brewing Company,Abingdon,VA,Virginia,-81.975249,36.7104018
345,Lavery Brewing Company,Erie,PA,Pennsylvania,-80.0852695,42.1294712
346,Manzanita Brewing Company,Santee,CA,California,-116.9739167,32.8383828
347,Fullsteam Brewery,Durham,NC,North Carolina,-78.9018053,35.996653
348,Four Horsemen Brewing Company,South Bend,IN,Indiana,-86.2500066,41.6833813
349,Hinterland Brewery,Green Bay,WI,Wisconsin,-88.0125794,44.5126379
350,Central Coast Brewing Company,San Luis Obispo,CA,California,-120.3757163,35.3540209
351,Westfield River Brewing Company,Westfield,MA,Massachusetts,-72.7584859,42.1390327
352,Elevator Brewing Company,Columbus,OH,Ohio,-83.0007065,39.9622601
353,Aslan Brewing Company,Bellingham,WA,Washington,-122.478836,48.7544012
354,Kulshan Brewery,Bellingham,WA,Washington,-122.478836,48.7544012
355,Pikes Peak Brewing Company,Monument,CO,Colorado,-104.872758,39.0916586
356,Manayunk Brewing Company,Philadelphia,PA,Pennsylvania,-75.1635262,39.9527237
357,Buckeye Brewing,Cleveland,OH,Ohio,-81.6936772,41.4996574
358,Daredevil Brewing Company,Shelbyville,IN,Indiana,-85.7769238,39.5214373
359,NoDa Brewing Company,Charlotte,NC,North Carolina,-80.8430827,35.2272086
360,Aviator Brewing Company,Fuquay-Varina,NC,North Carolina,-78.7998691,35.5843849
361,Wild Onion Brewing Company,Lake Barrington,IL,Illinois,-88.1671534508794,42.2126265
362,Hilliard's Beer,Seattle,WA,Washington,-122.330062,47.6038321
363,Mikkeller,Pottstown,PA,Pennsylvania,-75.6496424,40.2452976
364,Bohemian Brewery,Midvale,UT,Utah,-111.9106607,40.6149174
365,Great River Brewery,Davenport,IA,Iowa,-90.5770967,41.5235808
366,Mustang Brewing Company,Mustang,OK,Oklahoma,-97.7244813,35.384227
367,Airways Brewing Company,Kent,WA,Washington,-122.2270272,47.3826903
368,21st Amendment Brewery,San Francisco,CA,California,-122.419906,37.7790262
369,Eddyline Brewery & Restaurant,Buena Vista,CO,Colorado,-106.12667037447673,38.83466475
370,Pizza Port Brewing Company,Carlsbad,CA,California,-117.3505966,33.1580933
371,Sly Fox Brewing Company,Pottstown,PA,Pennsylvania,-75.6496424,40.2452976
372,Spring House Brewing Company,Conestoga,PA,Pennsylvania,-76.3463493,39.9406555
373,7venth Sun,Dunedin,FL,Florida,-82.7717684,28.0197404
374,Astoria Brewing Company,Astoria,OR,Oregon,-123.8319802,46.1882007
375,Maui Brewing Company,Lahaina,HI,Hawaii,-156.6748023632949,20.88717735
376,RoughTail Brewing Company,Midwest City,OK,Oklahoma,-97.3967025,35.4495097
377,Lucette Brewing Company,Menominee,WI,Wisconsin,-88.7089153,45.0154357
378,Bold City Brewery,Jacksonville,FL,Florida,-81.655651,30.3321838
379,Grey Sail Brewing of Rhode Island,Westerly,RI,Rhode Island,-71.8272911,41.3775996
380,Blue Blood Brewing Company,Lincoln,NE,Nebraska,-96.7077751,40.8088861
381,Swashbuckler Brewing Company,Manheim,PA,Pennsylvania,-76.3952429,40.1637359
382,Blue Mountain Brewery,Afton,VA,Virginia,-78.839189,38.0323598
383,Starr Hill Brewery,Crozet,VA,Virginia,-78.70201520503596,38.071572
384,Westbrook Brewing Company,Mt. Pleasant,SC,South Carolina,-79.8625851,32.7940651
385,Shipyard Brewing Company,Portland,ME,Maine,-70.2572642,43.6592687
386,Revolution Brewing,Paonia,CO,Colorado,-107.5920018,38.8683205
387,Natian Brewery,Portland,OR,Oregon,-122.674194,45.5202471
388,Alltech's Lexington Brewing Company,Lexington,KY,Kentucky,-84.4970393,38.0464066
389,Oskar Blues Brewery (North Carol...,Brevard,NC,North Carolina,-82.7342919,35.2334472
390,Orlison Brewing Company,Airway Heights,WA,Washington,-117.593272,47.644611
391,Breckenridge Brewery,Denver,CO,Colorado,-104.984862,39.7392364
392,Santa Fe Brewing Company,Santa Fe,NM,New Mexico,-105.938456,35.6876096
393,Miami Brewing Company,Miami,FL,Florida,-80.19362,25.7741728
394,Schilling & Company,Seattle,WA,Washington,-122.330062,47.6038321
395,Hops & Grain Brewery,Austin,TX,Texas,-97.7436995,30.2711286
396,White Flame Brewing Company,Hudsonville,MI,Michigan,-85.865235,42.870889
397,Ruhstaller Beer Company,Sacramento,CA,California,-121.493895,38.5810606
398,Saugatuck Brewing Company,Douglas,MI,Michigan,-86.2005933,42.6433584
399,Moab Brewery,Moab,UT,Utah,-109.546214,38.5738096
400,Macon Beer Company,Macon,GA,Georgia,-83.6324022,32.8406946
401,Amnesia Brewing Company,Washougal,WA,Washington,-122.3479921,45.5819594
402,Wolverine State Brewing Company,Ann Arbor,MI,Michigan,-83.7312291,42.2681569
403,Red Tank Cider Company,Bend,OR,Oregon,-121.3153096,44.0581728
404,Cascadia Ciderworks United,Portland,OR,Oregon,-122.674194,45.5202471
405,Fate Brewing Company,Boulder,CO,Colorado,-105.270545,40.0149856
406,Lazy Monk Brewing,Eau Claire,WI,Wisconsin,-91.4984941,44.811349
407,Bitter Root Brewing,Hamilton,MT,Montana,-114.15464243514151,46.2561815
408,10 Barrel Brewing Company,Bend,OR,Oregon,-121.3153096,44.0581728
409,Tamarack Brewing Company,Lakeside,MT,Montana,-114.23689218857609,48.0167945
410,New England Brewing Company,Woodbridge,CT,Connecticut,-72.29969877764294,41.4609895
411,Seattle Cider Company,Seattle,WA,Washington,-122.330062,47.6038321
412,Straight to Ale,Huntsville,AL,Alabama,-86.5859011,34.729847
413,Austin Beerworks,Austin,TX,Texas,-97.7436995,30.2711286
414,Blue Mountain Brewery,Arrington,VA,Virginia,-78.9011326,37.6840306
415,Coastal Empire Beer Company,Savannah,GA,Georgia,-81.0921335,32.0790074
416,Jack's Hard Cider (Hauser Estate...,Biglerville,PA,Pennsylvania,-77.2482712,39.9303777
417,Boulder Beer Company,Boulder,CO,Colorado,-105.270545,40.0149856
418,Coalition Brewing Company,Portland,OR,Oregon,-122.674194,45.5202471
419,Sanitas Brewing Company,Boulder,CO,Colorado,-105.270545,40.0149856
420,Gore Range Brewery,Edwards,CO,Colorado,-106.5942,39.644986
421,Redstone Meadery,Boulder,CO,Colorado,-105.270545,40.0149856
422,Blue Dog Mead,Eugene,OR,Oregon,-123.0950506,44.0505054
423,Hess Brewing Company,San Diego,CA,California,-117.1627728,32.7174202
424,Wynkoop Brewing Company,Denver,CO,Colorado,-104.984862,39.7392364
425,Ciderboys,Stevens Point,WI,Wisconsin,-89.574111,44.5229223
426,Armadillo Ale Works,Denton,TX,Texas,-97.1413417,33.1838787
427,Roanoke Railhouse Brewery,Roanoke,VA,Virginia,-79.9414313,37.270973
428,Schlafly Brewing Company,Saint Louis,MO,Missouri,-90.1910154,38.6280278
429,Asher Brewing Company,Boulder,CO,Colorado,-105.270545,40.0149856
430,Lost Rhino Brewing Company,Ashburn,VA,Virginia,-77.46964646557657,39.030019100000004
431,North Country Brewing Company,Slippery Rock,PA,Pennsylvania,-80.0564468,41.0639506
432,Seabright Brewery,Santa Cruz,CA,California,-121.9905908,37.050096
433,French Broad Brewery,Asheville,NC,North Carolina,-82.5540161,35.6009498
434,Angry Orchard Cider Company,Cincinnati,OH,Ohio,-84.5124602,39.1014537
435,Two Roads Brewing Company,Stratford,CT,Connecticut,-73.1331651,41.1845415
436,Southern Oregon Brewing Company,Medford,OR,Oregon,-122.8718605,42.3264181
437,Brooklyn Brewery,Brooklyn,NY,New York,-73.9497211,40.6526006
438,The Right Brain Brewery,Traverse City,MI,Michigan,-85.6165301,44.7606441
439,Kona Brewing Company,Kona,HI,Hawaii,-155.9966428,19.6472213
440,MillKing It Productions,Royal Oak,MI,Michigan,-83.1446485,42.4894801
